game_id,league,date,home,away,home_score,away_score,neutral,home_ml,away_ml,spread,home_spread_price,away_spread_price,total,over_price,under_price,extras
NFL-20251012-CLE-PIT-13,NFL,2025-10-12T17:00:00,PIT,CLE,23,9,0,,,,,,,,,
NFL-20251012-DAL-CAR-13,NFL,2025-10-12T17:00:00,CAR,DAL,30,27,0,,,,,,,,,
NFL-20251012-SEA-JAX-13,NFL,2025-10-12T17:00:00,JAX,SEA,12,20,0,,,,,,,,,
NFL-20251012-LAR-BAL-13,NFL,2025-10-12T17:00:00,BAL,LAR,3,17,0,,,,,,,,,
NFL-20251012-TEN-LV-16,NFL,2025-10-12T20:05:00,LV,TEN,20,10,0,,,,,,,,,"{""indoor"": true}"
NFL-20251012-CIN-GB-16,NFL,2025-10-12T20:25:00,GB,CIN,27,18,0,,,,,,,,,
NFL-20251012-SF-TB-16,NFL,2025-10-12T20:25:00,TB,SF,30,19,0,,,,,,,,,
NFL-20251012-DET-KC-20,NFL,2025-10-13T00:20:00,KC,DET,30,17,0,,,,,,,,,
NFL-20251013-BUF-ATL-19,NFL,2025-10-13T23:15:00,ATL,BUF,24,14,0,,,,,,,,,"{""indoor"": true}"
NFL-20251013-CHI-WSH-20,NFL,2025-10-14T00:15:00,WSH,CHI,24,25,0,,,,,,,,,
NFL-20251016-PIT-CIN-20,NFL,2025-10-17T00:15:00,CIN,PIT,33,31,0,,,,,,,,,
NFL-20251019-LAR-JAX-09,NFL,2025-10-19T13:30:00,JAX,LAR,7,35,1,,,,,,,,,
NFL-20251019-NO-CHI-13,NFL,2025-10-19T17:00:00,CHI,NO,26,14,0,,,,,,,,,
NFL-20251019-MIA-CLE-13,NFL,2025-10-19T17:00:00,CLE,MIA,31,6,0,,,,,,,,,
NFL-20251019-NE-TEN-13,NFL,2025-10-19T17:00:00,TEN,NE,13,31,0,,,,,,,,,
NFL-20251019-LV-KC-13,NFL,2025-10-19T17:00:00,KC,LV,31,0,0,,,,,,,,,
NFL-20251019-PHI-MIN-13,NFL,2025-10-19T17:00:00,MIN,PHI,22,28,0,,,,,,,,,"{""indoor"": true}"
NFL-20251019-CAR-NYJ-13,NFL,2025-10-19T17:00:00,NYJ,CAR,6,13,0,,,,,,,,,
NFL-20251019-NYG-DEN-16,NFL,2025-10-19T20:05:00,DEN,NYG,33,32,0,,,,,,,,,
NFL-20251019-IND-LAC-16,NFL,2025-10-19T20:05:00,LAC,IND,24,38,0,,,,,,,,,
NFL-20251019-WSH-DAL-16,NFL,2025-10-19T20:25:00,DAL,WSH,44,22,0,,,,,,,,,"{""indoor"": true}"
NFL-20251019-GB-ARI-16,NFL,2025-10-19T20:25:00,ARI,GB,23,27,0,,,,,,,,,"{""indoor"": true}"
NFL-20251019-ATL-SF-20,NFL,2025-10-20T00:20:00,SF,ATL,20,10,0,,,,,,,,,
NFL-20251020-TB-DET-19,NFL,2025-10-20T23:00:00,DET,TB,24,9,0,,,,,,,,,"{""indoor"": true}"
NFL-20251020-HOU-SEA-22,NFL,2025-10-21T02:00:00,SEA,HOU,27,19,0,,,,,,,,,
NFL-20251023-MIN-LAC-20,NFL,2025-10-24T00:15:00,LAC,MIN,37,10,0,,,,,,,,,
NFL-20251026-MIA-ATL-13,NFL,2025-10-26T17:00:00,ATL,MIA,10,34,0,,,,,,,,,"{""indoor"": true}"
NFL-20251026-NYJ-CIN-13,NFL,2025-10-26T17:00:00,CIN,NYJ,38,39,0,,,,,,,,,
NFL-20251026-CLE-NE-13,NFL,2025-10-26T17:00:00,NE,CLE,32,13,0,,,,,,,,,
NFL-20251026-NYG-PHI-13,NFL,2025-10-26T17:00:00,PHI,NYG,38,20,0,,,,,,,,,
NFL-20251026-BUF-CAR-13,NFL,2025-10-26T17:00:00,CAR,BUF,9,40,0,,,,,,,,,
NFL-20251026-CHI-BAL-13,NFL,2025-10-26T17:00:00,BAL,CHI,30,16,0,,,,,,,,,
NFL-20251026-SF-HOU-13,NFL,2025-10-26T17:00:00,HOU,SF,26,15,0,,,,,,,,,"{""indoor"": true}"
NFL-20251026-TB-NO-16,NFL,2025-10-26T20:05:00,NO,TB,3,23,0,,,,,,,,,"{""indoor"": true}"
NFL-20251026-DAL-DEN-16,NFL,2025-10-26T20:25:00,DEN,DAL,44,24,0,,,,,,,,,
NFL-20251026-TEN-IND-16,NFL,2025-10-26T20:25:00,IND,TEN,38,14,0,,,,,,,,,"{""indoor"": true}"
NFL-20251026-GB-PIT-20,NFL,2025-10-27T00:20:00,PIT,GB,25,35,0,,,,,,,,,
NFL-20251027-WSH-KC-20,NFL,2025-10-28T00:15:00,KC,WSH,28,7,0,,,,,,,,,
NFL-20251030-BAL-MIA-20,NFL,2025-10-31T00:15:00,MIA,BAL,6,28,0,,,,,,,,,
NFL-20251102-CHI-CIN-13,NFL,2025-11-02T18:00:00,CIN,CHI,42,47,0,,,,,,,,,
NFL-20251102-MIN-DET-13,NFL,2025-11-02T18:00:00,DET,MIN,24,27,0,,,,,,,,,"{""indoor"": true}"
NFL-20251102-CAR-GB-13,NFL,2025-11-02T18:00:00,GB,CAR,13,16,0,,,,,,,,,
NFL-20251102-LAC-TEN-13,NFL,2025-11-02T18:00:00,TEN,LAC,20,27,0,,,,,,,,,
NFL-20251102-ATL-NE-13,NFL,2025-11-02T18:00:00,NE,ATL,24,23,0,,,,,,,,,
NFL-20251102-SF-NYG-13,NFL,2025-11-02T18:00:00,NYG,SF,24,34,0,,,,,,,,,
NFL-20251102-IND-PIT-13,NFL,2025-11-02T18:00:00,PIT,IND,27,20,0,,,,,,,,,
NFL-20251102-DEN-HOU-13,NFL,2025-11-02T18:00:00,HOU,DEN,15,18,0,,,,,,,,,"{""indoor"": true}"
NFL-20251102-JAX-LV-16,NFL,2025-11-02T21:05:00,LV,JAX,29,30,0,,,,,,,,,"{""indoor"": true}"
NFL-20251102-NO-LAR-16,NFL,2025-11-02T21:05:00,LAR,NO,34,10,0,,,,,,,,,
NFL-20251102-KC-BUF-16,NFL,2025-11-02T21:25:00,BUF,KC,28,21,0,,,,,,,,,
NFL-20251102-SEA-WSH-20,NFL,2025-11-03T01:20:00,WSH,SEA,14,38,0,,,,,,,,,
NFL-20251103-ARI-DAL-20,NFL,2025-11-04T01:15:00,DAL,ARI,17,27,0,,,,,,,,,"{""indoor"": true}"
NFL-20251106-LV-DEN-20,NFL,2025-11-07T01:15:00,DEN,LV,10,7,0,,,,,,,,,
NFL-20251109-ATL-IND-09,NFL,2025-11-09T14:30:00,IND,ATL,31,25,1,,,,,,,,,
NFL-20251109-NYG-CHI-13,NFL,2025-11-09T18:00:00,CHI,NYG,24,20,0,,,,,,,,,
NFL-20251109-BUF-MIA-13,NFL,2025-11-09T18:00:00,MIA,BUF,30,13,0,,,,,,,,,
NFL-20251109-BAL-MIN-13,NFL,2025-11-09T18:00:00,MIN,BAL,19,27,0,,,,,,,,,"{""indoor"": true}"
NFL-20251109-CLE-NYJ-13,NFL,2025-11-09T18:00:00,NYJ,CLE,27,20,0,,,,,,,,,
NFL-20251109-NE-TB-13,NFL,2025-11-09T18:00:00,TB,NE,23,28,0,,,,,,,,,
NFL-20251109-NO-CAR-13,NFL,2025-11-09T18:00:00,CAR,NO,7,17,0,,,,,,,,,
NFL-20251109-JAX-HOU-13,NFL,2025-11-09T18:00:00,HOU,JAX,36,29,0,,,,,,,,,"{""indoor"": true}"
NFL-20251109-ARI-SEA-16,NFL,2025-11-09T21:05:00,SEA,ARI,44,22,0,,,,,,,,,
NFL-20251109-LAR-SF-16,NFL,2025-11-09T21:25:00,SF,LAR,26,42,0,,,,,,,,,
NFL-20251109-DET-WSH-16,NFL,2025-11-09T21:25:00,WSH,DET,22,44,0,,,,,,,,,
NFL-20251109-PIT-LAC-20,NFL,2025-11-10T01:20:00,LAC,PIT,25,10,0,,,,,,,,,
NFL-20251110-PHI-GB-20,NFL,2025-11-11T01:15:00,GB,PHI,7,10,0,,,,,,,,,
NFL-20251113-NYJ-NE-20,NFL,2025-11-14T01:15:00,NE,NYJ,27,14,0,,,,,,,,,
NFL-20251116-WSH-MIA-09,NFL,2025-11-16T14:30:00,MIA,WSH,16,13,1,,,,,,,,,"{""indoor"": true}"
NFL-20251116-CAR-ATL-13,NFL,2025-11-16T18:00:00,ATL,CAR,27,30,0,,,,,,,,,"{""indoor"": true}"
NFL-20251116-TB-BUF-13,NFL,2025-11-16T18:00:00,BUF,TB,44,32,0,,,,,,,,,
NFL-20251116-HOU-TEN-13,NFL,2025-11-16T18:00:00,TEN,HOU,13,16,0,,,,,,,,,
NFL-20251116-CHI-MIN-13,NFL,2025-11-16T18:00:00,MIN,CHI,17,19,0,,,,,,,,,"{""indoor"": true}"
